sheet,row,column,header,raw_value,display_value
dmg,2527,CB,Damage.FormulaParam5_12,0,0
dmg,2527,CC,Damage.FormulaParam5_13,0,0
dmg,2527,CD,Damage.FormulaParam5_14,0,0
dmg,2527,CE,Damage.FormulaParam5_15,0,0
dmg,2527,CF,Damage.FormulaParam5_16,0,0
dmg,2527,CG,Damage.FormulaParam5_17,0,0
dmg,2527,CH,Damage.FormulaParam5_18,0,0
dmg,2527,CI,Damage.FormulaParam5_19,0,0
dmg,2527,CJ,Damage.FormulaParam5_20,0,0
dmg,2527,CK,Damage.FormulaParam6_1,0,0
dmg,2527,CL,Damage.FormulaParam7_1,0,0
dmg,2527,CM,Damage.FormulaParam7_2,0,0
dmg,2527,CN,Damage.FormulaParam7_3,0,0
dmg,2527,CO,Damage.FormulaParam7_4,0,0
dmg,2527,CP,Damage.FormulaParam7_5,0,0
dmg,2527,CQ,Damage.FormulaParam7_6,0,0
dmg,2527,CR,Damage.FormulaParam7_7,0,0
dmg,2527,CS,Damage.FormulaParam7_8,0,0
dmg,2527,CT,Damage.FormulaParam7_9,0,0
dmg,2527,CU,Damage.FormulaParam7_10,0,0
dmg,2527,CV,Damage.FormulaParam8_1,0,0
dmg,2527,CW,Damage.FormulaParam9_1,0,0
dmg,2527,CX,Damage.FormulaParam10_1,0,0
dmg,2527,CY,Damage.ImmuneType,0,0
dmg,2527,CZ,Damage.Percent0,0,0
dmg,2527,DA,Damage.Percent1,0,0
dmg,2527,DB,Damage.FluctuationLower,10000,10000
dmg,2527,DC,Damage.FluctuationUpper,10000,10000
dmg,2527,DD,Damage.WeaknessLvl,72000,72000
dmg,2527,DE,Damage.WeaknessRatio,1,1
dmg,2527,DF,Damage.SpecialWeaknessDamageRatio,0,0
dmg,2528,A,Skill.CharaId,莫宁,莫宁
dmg,2528,B,Skill.Name,大招-C5伤害,大招-C5伤害
dmg,2528,C,Skill.DmgCalc,C5临界协议,C5临界协议
dmg,2528,D,Skill.Id,1209200,1209200
dmg,2528,E,Skill.BulletId,120920001,120920001
dmg,2528,F,Skill.DamageId,120920003,120920003
dmg,2528,G,Skill.Type,3,3
dmg,2528,H,Damage.CalculateType,0,0
dmg,2528,I,Damage.Element,2,2
dmg,2528,J,Damage.Type,2,2
dmg,2528,K,Damage.SubType,NULL,NULL
dmg,2528,L,Damage.SmashType,5,5
dmg,2528,M,Damage.CureBaseValue_1,100,100
dmg,2528,N,Damage.CureBaseValue_2,0,0
dmg,2528,O,Damage.CureBaseValue_3,0,0
dmg,2528,P,Damage.CureBaseValue_4,0,0
dmg,2528,Q,Damage.CureBaseValue_5,0,0
dmg,2528,R,Damage.CureBaseValue_6,0,0
dmg,2528,S,Damage.CureBaseValue_7,0,0
dmg,2528,T,Damage.CureBaseValue_8,0,0
dmg,2528,U,Damage.CureBaseValue_9,0,0
dmg,2528,V,Damage.CureBaseValue_10,0,0
dmg,2528,W,Damage.CureBaseValue_11,0,0
dmg,2528,X,Damage.CureBaseValue_12,0,0
dmg,2528,Y,Damage.CureBaseValue_13,0,0
dmg,2528,Z,Damage.CureBaseValue_14,0,0
dmg,2528,AA,Damage.CureBaseValue_15,0,0
dmg,2528,AB,Damage.CureBaseValue_16,0,0
dmg,2528,AC,Damage.CureBaseValue_17,0,0
dmg,2528,AD,Damage.CureBaseValue_18,0,0
dmg,2528,AE,Damage.CureBaseValue_19,0,0
dmg,2528,AF,Damage.CureBaseValue_20,0,0
dmg,2528,AG,Damage.RelatedProperty,10,10
dmg,2528,AH,Damage.RateLv_1,36782,36782
dmg,2528,AI,Damage.RateLv_2,39798,39798
dmg,2528,AJ,Damage.RateLv_3,42814,42814
dmg,2528,AK,Damage.RateLv_4,47037,47037
dmg,2528,AL,Damage.RateLv_5,50053,50053
dmg,2528,AM,Damage.RateLv_6,53521,53521
dmg,2528,AN,Damage.RateLv_7,58347,58347
dmg,2528,AO,Damage.RateLv_8,63173,63173
dmg,2528,AP,Damage.RateLv_9,67998,67998
dmg,2528,AQ,Damage.RateLv_10,73126,73126
dmg,2528,AR,Damage.RateLv_11,79158,79158
dmg,2528,AS,Damage.RateLv_12,85190,85190
dmg,2528,AT,Damage.RateLv_13,91222,91222
dmg,2528,AU,Damage.RateLv_14,97254,97254
dmg,2528,AV,Damage.RateLv_15,103287,103287
dmg,2528,AW,Damage.RateLv_16,109319,109319
dmg,2528,AX,Damage.RateLv_17,115351,115351
dmg,2528,AY,Damage.RateLv_18,121383,121383
dmg,2528,AZ,Damage.RateLv_19,127415,127415
dmg,2528,BA,Damage.RateLv_20,133447,133447
dmg,2528,BB,Damage.HardnessLv,0,0
dmg,2528,BC,Damage.ToughLv,40000,40000
dmg,2528,BD,Damage.Energy,0,0
dmg,2528,BE,Damage.SpecialEnergy1,0,0
dmg,2528,BF,Damage.SpecialEnergy2,0,0
dmg,2528,BG,Damage.SpecialEnergy3,0,0
dmg,2528,BH,Damage.SpecialEnergy4,0,0
dmg,2528,BI,Damage.SpecialEnergy5,0,0
dmg,2528,BJ,Damage.ElementPowerType,2,2
dmg,2528,BK,Damage.ElementPower,0,0
dmg,2528,BL,Damage.FormulaType,0,0
dmg,2528,BM,Damage.FormulaParam1_1,0,0
dmg,2528,BN,Damage.FormulaParam2_1,0,0
dmg,2528,BO,Damage.FormulaParam3_1,0,0
dmg,2528,BP,Damage.FormulaParam4_1,0,0
dmg,2528,BQ,Damage.FormulaParam5_1,0,0
dmg,2528,BR,Damage.FormulaParam5_2,0,0
dmg,2528,BS,Damage.FormulaParam5_3,0,0
dmg,2528,BT,Damage.FormulaParam5_4,0,0
dmg,2528,BU,Damage.FormulaParam5_5,0,0
dmg,2528,BV,Damage.FormulaParam5_6,0,0
dmg,2528,BW,Damage.FormulaParam5_7,0,0
dmg,2528,BX,Damage.FormulaParam5_8,0,0
dmg,2528,BY,Damage.FormulaParam5_9,0,0
dmg,2528,BZ,Damage.FormulaParam5_10,0,0
dmg,2528,CA,Damage.FormulaParam5_11,0,0
dmg,2528,CB,Damage.FormulaParam5_12,0,0
dmg,2528,CC,Damage.FormulaParam5_13,0,0
dmg,2528,CD,Damage.FormulaParam5_14,0,0
dmg,2528,CE,Damage.FormulaParam5_15,0,0
dmg,2528,CF,Damage.FormulaParam5_16,0,0
dmg,2528,CG,Damage.FormulaParam5_17,0,0
dmg,2528,CH,Damage.FormulaParam5_18,0,0
dmg,2528,CI,Damage.FormulaParam5_19,0,0
dmg,2528,CJ,Damage.FormulaParam5_20,0,0
dmg,2528,CK,Damage.FormulaParam6_1,0,0
dmg,2528,CL,Damage.FormulaParam7_1,0,0
dmg,2528,CM,Damage.FormulaParam7_2,0,0
dmg,2528,CN,Damage.FormulaParam7_3,0,0
dmg,2528,CO,Damage.FormulaParam7_4,0,0
dmg,2528,CP,Damage.FormulaParam7_5,0,0
dmg,2528,CQ,Damage.FormulaParam7_6,0,0
dmg,2528,CR,Damage.FormulaParam7_7,0,0
dmg,2528,CS,Damage.FormulaParam7_8,0,0
dmg,2528,CT,Damage.FormulaParam7_9,0,0
dmg,2528,CU,Damage.FormulaParam7_10,0,0
dmg,2528,CV,Damage.FormulaParam8_1,0,0
dmg,2528,CW,Damage.FormulaParam9_1,0,0
dmg,2528,CX,Damage.FormulaParam10_1,0,0
dmg,2528,CY,Damage.ImmuneType,0,0
dmg,2528,CZ,Damage.Percent0,0,0
dmg,2528,DA,Damage.Percent1,0,0
dmg,2528,DB,Damage.FluctuationLower,10000,10000
dmg,2528,DC,Damage.FluctuationUpper,10000,10000
dmg,2528,DD,Damage.WeaknessLvl,72000,72000
dmg,2528,DE,Damage.WeaknessRatio,1,1
dmg,2528,DF,Damage.SpecialWeaknessDamageRatio,0,0
dmg,2529,A,Skill.CharaId,莫宁,莫宁
dmg,2529,B,Skill.Name,谐度破坏-1,谐度破坏-1
dmg,2529,D,Skill.Id,1209991,1209991
dmg,2529,E,Skill.BulletId,120999001,120999001
dmg,2529,F,Skill.DamageId,1000009901,1000009901
dmg,2529,G,Skill.Type,14,14
dmg,2529,H,Damage.CalculateType,0,0
dmg,2529,I,Damage.Element,0,0
dmg,2529,J,Damage.Type,11,11
dmg,2529,K,Damage.SubType,NULL,NULL
dmg,2529,L,Damage.SmashType,1,1
dmg,2529,M,Damage.CureBaseValue_1,100,100
dmg,2529,N,Damage.CureBaseValue_2,0,0
dmg,2529,O,Damage.CureBaseValue_3,0,0
dmg,2529,P,Damage.CureBaseValue_4,0,0
dmg,2529,Q,Damage.CureBaseValue_5,0,0
dmg,2529,R,Damage.CureBaseValue_6,0,0
dmg,2529,S,Damage.CureBaseValue_7,0,0
dmg,2529,T,Damage.CureBaseValue_8,0,0
dmg,2529,U,Damage.CureBaseValue_9,0,0
dmg,2529,V,Damage.CureBaseValue_10,0,0
dmg,2529,W,Damage.CureBaseValue_11,0,0
dmg,2529,X,Damage.CureBaseValue_12,0,0
dmg,2529,Y,Damage.CureBaseValue_13,0,0
dmg,2529,Z,Damage.CureBaseValue_14,0,0
dmg,2529,AA,Damage.CureBaseValue_15,0,0
dmg,2529,AB,Damage.CureBaseValue_16,0,0
dmg,2529,AC,Damage.CureBaseValue_17,0,0
dmg,2529,AD,Damage.CureBaseValue_18,0,0
dmg,2529,AE,Damage.CureBaseValue_19,0,0
dmg,2529,AF,Damage.CureBaseValue_20,0,0
dmg,2529,AG,Damage.RelatedProperty,10000099,10000099
dmg,2529,AH,Damage.RateLv_1,17334,17334
dmg,2529,AI,Damage.RateLv_2,0,0
dmg,2529,AJ,Damage.RateLv_3,0,0
dmg,2529,AK,Damage.RateLv_4,0,0
dmg,2529,AL,Damage.RateLv_5,0,0
dmg,2529,AM,Damage.RateLv_6,0,0
dmg,2529,AN,Damage.RateLv_7,0,0
dmg,2529,AO,Damage.RateLv_8,0,0
dmg,2529,AP,Damage.RateLv_9,0,0
dmg,2529,AQ,Damage.RateLv_10,0,0
dmg,2529,AR,Damage.RateLv_11,0,0
dmg,2529,AS,Damage.RateLv_12,0,0
dmg,2529,AT,Damage.RateLv_13,0,0
dmg,2529,AU,Damage.RateLv_14,0,0
dmg,2529,AV,Damage.RateLv_15,0,0
dmg,2529,AW,Damage.RateLv_16,0,0
dmg,2529,AX,Damage.RateLv_17,0,0
dmg,2529,AY,Damage.RateLv_18,0,0
dmg,2529,AZ,Damage.RateLv_19,0,0
dmg,2529,BA,Damage.RateLv_20,0,0
dmg,2529,BB,Damage.HardnessLv,10000,10000
dmg,2529,BC,Damage.ToughLv,0,0
dmg,2529,BD,Damage.Energy,0,0
dmg,2529,BE,Damage.SpecialEnergy1,0,0
dmg,2529,BF,Damage.SpecialEnergy2,0,0
dmg,2529,BG,Damage.SpecialEnergy3,0,0
dmg,2529,BH,Damage.SpecialEnergy4,0,0
dmg,2529,BI,Damage.SpecialEnergy5,0,0
dmg,2529,BJ,Damage.ElementPowerType,0,0
dmg,2529,BK,Damage.ElementPower,0,0
dmg,2529,BL,Damage.FormulaType,0,0
dmg,2529,BM,Damage.FormulaParam1_1,0,0
dmg,2529,BN,Damage.FormulaParam2_1,0,0
dmg,2529,BO,Damage.FormulaParam3_1,0,0
dmg,2529,BP,Damage.FormulaParam4_1,0,0
dmg,2529,BQ,Damage.FormulaParam5_1,0,0
dmg,2529,BR,Damage.FormulaParam5_2,0,0
dmg,2529,BS,Damage.FormulaParam5_3,0,0
dmg,2529,BT,Damage.FormulaParam5_4,0,0
dmg,2529,BU,Damage.FormulaParam5_5,0,0
dmg,2529,BV,Damage.FormulaParam5_6,0,0
dmg,2529,BW,Damage.FormulaParam5_7,0,0
dmg,2529,BX,Damage.FormulaParam5_8,0,0
dmg,2529,BY,Damage.FormulaParam5_9,0,0
dmg,2529,BZ,Damage.FormulaParam5_10,0,0
dmg,2529,CA,Damage.FormulaParam5_11,0,0
dmg,2529,CB,Damage.FormulaParam5_12,0,0
dmg,2529,CC,Damage.FormulaParam5_13,0,0
dmg,2529,CD,Damage.FormulaParam5_14,0,0
dmg,2529,CE,Damage.FormulaParam5_15,0,0
dmg,2529,CF,Damage.FormulaParam5_16,0,0
dmg,2529,CG,Damage.FormulaParam5_17,0,0
dmg,2529,CH,Damage.FormulaParam5_18,0,0
dmg,2529,CI,Damage.FormulaParam5_19,0,0
dmg,2529,CJ,Damage.FormulaParam5_20,0,0
dmg,2529,CK,Damage.FormulaParam6_1,0,0
dmg,2529,CL,Damage.FormulaParam7_1,0,0
dmg,2529,CM,Damage.FormulaParam7_2,0,0
dmg,2529,CN,Damage.FormulaParam7_3,0,0
dmg,2529,CO,Damage.FormulaParam7_4,0,0
dmg,2529,CP,Damage.FormulaParam7_5,0,0
dmg,2529,CQ,Damage.FormulaParam7_6,0,0
dmg,2529,CR,Damage.FormulaParam7_7,0,0
dmg,2529,CS,Damage.FormulaParam7_8,0,0
dmg,2529,CT,Damage.FormulaParam7_9,0,0
dmg,2529,CU,Damage.FormulaParam7_10,0,0
dmg,2529,CV,Damage.FormulaParam8_1,0,0
dmg,2529,CW,Damage.FormulaParam9_1,0,0
dmg,2529,CX,Damage.FormulaParam10_1,0,0
dmg,2529,CY,Damage.ImmuneType,0,0
dmg,2529,CZ,Damage.Percent0,135,135
dmg,2529,DA,Damage.Percent1,0,0
dmg,2529,DB,Damage.FluctuationLower,10000,10000
dmg,2529,DC,Damage.FluctuationUpper,10000,10000
dmg,2529,DD,Damage.WeaknessLvl,0,0
dmg,2529,DE,Damage.WeaknessRatio,1,1
dmg,2529,DF,Damage.SpecialWeaknessDamageRatio,0,0
dmg,2530,A,Skill.CharaId,莫宁,莫宁
dmg,2530,B,Skill.Name,谐度破坏-2,谐度破坏-2
dmg,2530,D,Skill.Id,1209991,1209991
dmg,2530,E,Skill.BulletId,120999001,120999001
dmg,2530,F,Skill.DamageId,1000009902,1000009902
dmg,2530,G,Skill.Type,14,14
dmg,2530,H,Damage.CalculateType,0,0
dmg,2530,I,Damage.Element,0,0
dmg,2530,J,Damage.Type,11,11
dmg,2530,K,Damage.SubType,NULL,NULL
dmg,2530,L,Damage.SmashType,1,1
dmg,2530,M,Damage.CureBaseValue_1,100,100
dmg,2530,N,Damage.CureBaseValue_2,0,0
dmg,2530,O,Damage.CureBaseValue_3,0,0
dmg,2530,P,Damage.CureBaseValue_4,0,0
dmg,2530,Q,Damage.CureBaseValue_5,0,0
dmg,2530,R,Damage.CureBaseValue_6,0,0
dmg,2530,S,Damage.CureBaseValue_7,0,0
dmg,2530,T,Damage.CureBaseValue_8,0,0
dmg,2530,U,Damage.CureBaseValue_9,0,0
dmg,2530,V,Damage.CureBaseValue_10,0,0
dmg,2530,W,Damage.CureBaseValue_11,0,0
dmg,2530,X,Damage.CureBaseValue_12,0,0
dmg,2530,Y,Damage.CureBaseValue_13,0,0
dmg,2530,Z,Damage.CureBaseValue_14,0,0
dmg,2530,AA,Damage.CureBaseValue_15,0,0
dmg,2530,AB,Damage.CureBaseValue_16,0,0
dmg,2530,AC,Damage.CureBaseValue_17,0,0
dmg,2530,AD,Damage.CureBaseValue_18,0,0
dmg,2530,AE,Damage.CureBaseValue_19,0,0
dmg,2530,AF,Damage.CureBaseValue_20,0,0
dmg,2530,AG,Damage.RelatedProperty,10000099,10000099
dmg,2530,AH,Damage.RateLv_1,22666,22666
dmg,2530,AI,Damage.RateLv_2,0,0
dmg,2530,AJ,Damage.RateLv_3,0,0
dmg,2530,AK,Damage.RateLv_4,0,0
dmg,2530,AL,Damage.RateLv_5,0,0
dmg,2530,AM,Damage.RateLv_6,0,0
dmg,2530,AN,Damage.RateLv_7,0,0
dmg,2530,AO,Damage.RateLv_8,0,0
dmg,2530,AP,Damage.RateLv_9,0,0
dmg,2530,AQ,Damage.RateLv_10,0,0
dmg,2530,AR,Damage.RateLv_11,0,0
dmg,2530,AS,Damage.RateLv_12,0,0
dmg,2530,AT,Damage.RateLv_13,0,0
dmg,2530,AU,Damage.RateLv_14,0,0
dmg,2530,AV,Damage.RateLv_15,0,0
dmg,2530,AW,Damage.RateLv_16,0,0
dmg,2530,AX,Damage.RateLv_17,0,0
dmg,2530,AY,Damage.RateLv_18,0,0
dmg,2530,AZ,Damage.RateLv_19,0,0
dmg,2530,BA,Damage.RateLv_20,0,0
dmg,2530,BB,Damage.HardnessLv,10000,10000
dmg,2530,BC,Damage.ToughLv,0,0
dmg,2530,BD,Damage.Energy,0,0
dmg,2530,BE,Damage.SpecialEnergy1,0,0
dmg,2530,BF,Damage.SpecialEnergy2,0,0
dmg,2530,BG,Damage.SpecialEnergy3,0,0
dmg,2530,BH,Damage.SpecialEnergy4,0,0
dmg,2530,BI,Damage.SpecialEnergy5,0,0
dmg,2530,BJ,Damage.ElementPowerType,0,0
dmg,2530,BK,Damage.ElementPower,0,0
dmg,2530,BL,Damage.FormulaType,0,0
dmg,2530,BM,Damage.FormulaParam1_1,0,0
dmg,2530,BN,Damage.FormulaParam2_1,0,0
dmg,2530,BO,Damage.FormulaParam3_1,0,0
dmg,2530,BP,Damage.FormulaParam4_1,0,0
dmg,2530,BQ,Damage.FormulaParam5_1,0,0
dmg,2530,BR,Damage.FormulaParam5_2,0,0
dmg,2530,BS,Damage.FormulaParam5_3,0,0
dmg,2530,BT,Damage.FormulaParam5_4,0,0
dmg,2530,BU,Damage.FormulaParam5_5,0,0
dmg,2530,BV,Damage.FormulaParam5_6,0,0
dmg,2530,BW,Damage.FormulaParam5_7,0,0
dmg,2530,BX,Damage.FormulaParam5_8,0,0
dmg,2530,BY,Damage.FormulaParam5_9,0,0
dmg,2530,BZ,Damage.FormulaParam5_10,0,0
dmg,2530,CA,Damage.FormulaParam5_11,0,0
dmg,2530,CB,Damage.FormulaParam5_12,0,0
dmg,2530,CC,Damage.FormulaParam5_13,0,0
dmg,2530,CD,Damage.FormulaParam5_14,0,0
dmg,2530,CE,Damage.FormulaParam5_15,0,0
dmg,2530,CF,Damage.FormulaParam5_16,0,0
dmg,2530,CG,Damage.FormulaParam5_17,0,0
dmg,2530,CH,Damage.FormulaParam5_18,0,0
dmg,2530,CI,Damage.FormulaParam5_19,0,0
dmg,2530,CJ,Damage.FormulaParam5_20,0,0
dmg,2530,CK,Damage.FormulaParam6_1,0,0
dmg,2530,CL,Damage.FormulaParam7_1,0,0
dmg,2530,CM,Damage.FormulaParam7_2,0,0
dmg,2530,CN,Damage.FormulaParam7_3,0,0
dmg,2530,CO,Damage.FormulaParam7_4,0,0
dmg,2530,CP,Damage.FormulaParam7_5,0,0
dmg,2530,CQ,Damage.FormulaParam7_6,0,0
dmg,2530,CR,Damage.FormulaParam7_7,0,0
dmg,2530,CS,Damage.FormulaParam7_8,0,0
dmg,2530,CT,Damage.FormulaParam7_9,0,0
dmg,2530,CU,Damage.FormulaParam7_10,0,0
dmg,2530,CV,Damage.FormulaParam8_1,0,0
dmg,2530,CW,Damage.FormulaParam9_1,0,0
dmg,2530,CX,Damage.FormulaParam10_1,0,0
dmg,2530,CY,Damage.ImmuneType,0,0
dmg,2530,CZ,Damage.Percent0,177,177
dmg,2530,DA,Damage.Percent1,0,0
dmg,2530,DB,Damage.FluctuationLower,10000,10000
dmg,2530,DC,Damage.FluctuationUpper,10000,10000
dmg,2530,DD,Damage.WeaknessLvl,0,0
dmg,2530,DE,Damage.WeaknessRatio,1,1
dmg,2530,DF,Damage.SpecialWeaknessDamageRatio,0,0
dmg,2531,A,Skill.CharaId,莫宁,莫宁
dmg,2531,B,Skill.Name,谐度破坏-3,谐度破坏-3
dmg,2531,D,Skill.Id,1209991,1209991
dmg,2531,E,Skill.BulletId,120999001,120999001
dmg,2531,F,Skill.DamageId,1000009903,1000009903
dmg,2531,G,Skill.Type,14,14
dmg,2531,H,Damage.CalculateType,0,0
dmg,2531,I,Damage.Element,0,0
dmg,2531,J,Damage.Type,11,11
dmg,2531,K,Damage.SubType,NULL,NULL
dmg,2531,L,Damage.SmashType,1,1
dmg,2531,M,Damage.CureBaseValue_1,100,100
dmg,2531,N,Damage.CureBaseValue_2,0,0
dmg,2531,O,Damage.CureBaseValue_3,0,0
dmg,2531,P,Damage.CureBaseValue_4,0,0
dmg,2531,Q,Damage.CureBaseValue_5,0,0
dmg,2531,R,Damage.CureBaseValue_6,0,0
dmg,2531,S,Damage.CureBaseValue_7,0,0
dmg,2531,T,Damage.CureBaseValue_8,0,0
dmg,2531,U,Damage.CureBaseValue_9,0,0
dmg,2531,V,Damage.CureBaseValue_10,0,0
dmg,2531,W,Damage.CureBaseValue_11,0,0
dmg,2531,X,Damage.CureBaseValue_12,0,0
dmg,2531,Y,Damage.CureBaseValue_13,0,0
dmg,2531,Z,Damage.CureBaseValue_14,0,0
dmg,2531,AA,Damage.CureBaseValue_15,0,0
dmg,2531,AB,Damage.CureBaseValue_16,0,0
dmg,2531,AC,Damage.CureBaseValue_17,0,0
dmg,2531,AD,Damage.CureBaseValue_18,0,0
dmg,2531,AE,Damage.CureBaseValue_19,0,0
dmg,2531,AF,Damage.CureBaseValue_20,0,0
dmg,2531,AG,Damage.RelatedProperty,10000099,10000099
dmg,2531,AH,Damage.RateLv_1,120000,120000
dmg,2531,AI,Damage.RateLv_2,0,0
dmg,2531,AJ,Damage.RateLv_3,0,0
dmg,2531,AK,Damage.RateLv_4,0,0
dmg,2531,AL,Damage.RateLv_5,0,0
dmg,2531,AM,Damage.RateLv_6,0,0
dmg,2531,AN,Damage.RateLv_7,0,0
dmg,2531,AO,Damage.RateLv_8,0,0
dmg,2531,AP,Damage.RateLv_9,0,0
dmg,2531,AQ,Damage.RateLv_10,0,0
dmg,2531,AR,Damage.RateLv_11,0,0
dmg,2531,AS,Damage.RateLv_12,0,0
dmg,2531,AT,Damage.RateLv_13,0,0
dmg,2531,AU,Damage.RateLv_14,0,0
dmg,2531,AV,Damage.RateLv_15,0,0
dmg,2531,AW,Damage.RateLv_16,0,0
dmg,2531,AX,Damage.RateLv_17,0,0
dmg,2531,AY,Damage.RateLv_18,0,0
dmg,2531,AZ,Damage.RateLv_19,0,0
dmg,2531,BA,Damage.RateLv_20,0,0
dmg,2531,BB,Damage.HardnessLv,10000,10000
dmg,2531,BC,Damage.ToughLv,0,0
dmg,2531,BD,Damage.Energy,0,0
dmg,2531,BE,Damage.SpecialEnergy1,0,0
dmg,2531,BF,Damage.SpecialEnergy2,0,0
dmg,2531,BG,Damage.SpecialEnergy3,0,0
dmg,2531,BH,Damage.SpecialEnergy4,0,0
dmg,2531,BI,Damage.SpecialEnergy5,0,0
dmg,2531,BJ,Damage.ElementPowerType,0,0
dmg,2531,BK,Damage.ElementPower,0,0
dmg,2531,BL,Damage.FormulaType,0,0
dmg,2531,BM,Damage.FormulaParam1_1,0,0
dmg,2531,BN,Damage.FormulaParam2_1,0,0
dmg,2531,BO,Damage.FormulaParam3_1,0,0
dmg,2531,BP,Damage.FormulaParam4_1,0,0
dmg,2531,BQ,Damage.FormulaParam5_1,0,0
dmg,2531,BR,Damage.FormulaParam5_2,0,0
dmg,2531,BS,Damage.FormulaParam5_3,0,0
dmg,2531,BT,Damage.FormulaParam5_4,0,0
dmg,2531,BU,Damage.FormulaParam5_5,0,0
dmg,2531,BV,Damage.FormulaParam5_6,0,0
dmg,2531,BW,Damage.FormulaParam5_7,0,0
dmg,2531,BX,Damage.FormulaParam5_8,0,0
dmg,2531,BY,Damage.FormulaParam5_9,0,0
dmg,2531,BZ,Damage.FormulaParam5_10,0,0
dmg,2531,CA,Damage.FormulaParam5_11,0,0
dmg,2531,CB,Damage.FormulaParam5_12,0,0
dmg,2531,CC,Damage.FormulaParam5_13,0,0
dmg,2531,CD,Damage.FormulaParam5_14,0,0
dmg,2531,CE,Damage.FormulaParam5_15,0,0
dmg,2531,CF,Damage.FormulaParam5_16,0,0
dmg,2531,CG,Damage.FormulaParam5_17,0,0
dmg,2531,CH,Damage.FormulaParam5_18,0,0
dmg,2531,CI,Damage.FormulaParam5_19,0,0
dmg,2531,CJ,Damage.FormulaParam5_20,0,0
dmg,2531,CK,Damage.FormulaParam6_1,0,0
dmg,2531,CL,Damage.FormulaParam7_1,0,0
dmg,2531,CM,Damage.FormulaParam7_2,0,0
dmg,2531,CN,Damage.FormulaParam7_3,0,0
dmg,2531,CO,Damage.FormulaParam7_4,0,0
dmg,2531,CP,Damage.FormulaParam7_5,0,0
dmg,2531,CQ,Damage.FormulaParam7_6,0,0
dmg,2531,CR,Damage.FormulaParam7_7,0,0
dmg,2531,CS,Damage.FormulaParam7_8,0,0
dmg,2531,CT,Damage.FormulaParam7_9,0,0
dmg,2531,CU,Damage.FormulaParam7_10,0,0
dmg,2531,CV,Damage.FormulaParam8_1,0,0
dmg,2531,CW,Damage.FormulaParam9_1,0,0
dmg,2531,CX,Damage.FormulaParam10_1,0,0
dmg,2531,CY,Damage.ImmuneType,0,0
dmg,2531,CZ,Damage.Percent0,938,938
dmg,2531,DA,Damage.Percent1,0,0
dmg,2531,DB,Damage.FluctuationLower,10000,10000
dmg,2531,DC,Damage.FluctuationUpper,10000,10000
dmg,2531,DD,Damage.WeaknessLvl,0,0
dmg,2531,DE,Damage.WeaknessRatio,1,1
dmg,2531,DF,Damage.SpecialWeaknessDamageRatio,0,0
dmg,2532,A,Skill.CharaId,莫宁,莫宁
dmg,2532,B,Skill.Name,震谐响应,震谐响应
dmg,2532,C,Skill.DmgCalc,C0震谐响应,C0震谐响应
dmg,2532,D,Skill.Id,1209991,1209991
dmg,2532,E,Skill.BulletId,120999004,120999004
dmg,2532,F,Skill.DamageId,120999005,120999005
dmg,2532,G,Skill.Type,8,8
dmg,2532,H,Damage.CalculateType,0,0
dmg,2532,I,Damage.Element,2,2
dmg,2532,J,Damage.Type,12,12
dmg,2532,K,Damage.SubType,1201,1201
dmg,2532,L,Damage.SmashType,1,1
dmg,2532,M,Damage.CureBaseValue_1,100,100
dmg,2532,N,Damage.CureBaseValue_2,0,0
dmg,2532,O,Damage.CureBaseValue_3,0,0
dmg,2532,P,Damage.CureBaseValue_4,0,0
dmg,2532,Q,Damage.CureBaseValue_5,0,0
dmg,2532,R,Damage.CureBaseValue_6,0,0
dmg,2532,S,Damage.CureBaseValue_7,0,0
dmg,2532,T,Damage.CureBaseValue_8,0,0
dmg,2532,U,Damage.CureBaseValue_9,0,0
dmg,2532,V,Damage.CureBaseValue_10,0,0
dmg,2532,W,Damage.CureBaseValue_11,0,0
dmg,2532,X,Damage.CureBaseValue_12,0,0
dmg,2532,Y,Damage.CureBaseValue_13,0,0
dmg,2532,Z,Damage.CureBaseValue_14,0,0
dmg,2532,AA,Damage.CureBaseValue_15,0,0
dmg,2532,AB,Damage.CureBaseValue_16,0,0
dmg,2532,AC,Damage.CureBaseValue_17,0,0
dmg,2532,AD,Damage.CureBaseValue_18,0,0
dmg,2532,AE,Damage.CureBaseValue_19,0,0
dmg,2532,AF,Damage.CureBaseValue_20,0,0
dmg,2532,AG,Damage.RelatedProperty,10000099,10000099
dmg,2532,AH,Damage.RateLv_1,15000,15000
dmg,2532,AI,Damage.RateLv_2,16230,16230
dmg,2532,AJ,Damage.RateLv_3,17460,17460
dmg,2532,AK,Damage.RateLv_4,19182,19182
dmg,2532,AL,Damage.RateLv_5,20412,20412
dmg,2532,AM,Damage.RateLv_6,21827,21827
dmg,2532,AN,Damage.RateLv_7,23795,23795
dmg,2532,AO,Damage.RateLv_8,25763,25763
dmg,2532,AP,Damage.RateLv_9,27731,27731
dmg,2532,AQ,Damage.RateLv_10,29822,29822
dmg,2532,AR,Damage.RateLv_11,32282,32282
dmg,2532,AS,Damage.RateLv_12,34742,34742
dmg,2532,AT,Damage.RateLv_13,37202,37202
dmg,2532,AU,Damage.RateLv_14,39662,39662
dmg,2532,AV,Damage.RateLv_15,42122,42122
dmg,2532,AW,Damage.RateLv_16,44582,44582
dmg,2532,AX,Damage.RateLv_17,47042,47042
